,model_a,model_b,winner
2126,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2127,chatglm-6b,oasst-pythia-12b,tie (bothbad)
2128,oasst-pythia-12b,koala-13b,tie (bothbad)
2129,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad)
2130,chatglm-6b,oasst-pythia-12b,tie (bothbad)
2131,vicuna-13b,llama-13b,model_a
2132,oasst-pythia-12b,chatglm-6b,tie (bothbad)
2133,chatglm-6b,koala-13b,model_b
2134,dolly-v2-12b,alpaca-13b,model_b
2135,alpaca-13b,stablelm-tuned-alpha-7b,model_b
2136,chatglm-6b,dolly-v2-12b,tie (bothbad)
2137,alpaca-13b,chatglm-6b,model_a
2138,koala-13b,llama-13b,model_a
2139,llama-13b,vicuna-13b,model_b
2140,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad)
2141,oasst-pythia-12b,vicuna-13b,tie
2142,chatglm-6b,llama-13b,tie (bothbad)
2143,vicuna-13b,stablelm-tuned-alpha-7b,model_b
2144,koala-13b,llama-13b,model_b
2145,alpaca-13b,dolly-v2-12b,model_a
2146,koala-13b,stablelm-tuned-alpha-7b,model_a
2147,dolly-v2-12b,koala-13b,model_b
2148,vicuna-13b,oasst-pythia-12b,tie
2149,oasst-pythia-12b,vicuna-13b,model_b
2150,vicuna-13b,oasst-pythia-12b,model_a
2151,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_a
2152,dolly-v2-12b,alpaca-13b,tie
2153,dolly-v2-12b,alpaca-13b,model_b
2154,koala-13b,oasst-pythia-12b,model_a
2155,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_b
2156,chatglm-6b,oasst-pythia-12b,tie (bothbad)
2157,dolly-v2-12b,vicuna-13b,model_b
2158,llama-13b,stablelm-tuned-alpha-7b,model_a
2159,oasst-pythia-12b,koala-13b,model_b
2160,llama-13b,alpaca-13b,model_b
2161,alpaca-13b,chatglm-6b,model_a
2162,alpaca-13b,vicuna-13b,model_b
2163,oasst-pythia-12b,vicuna-13b,model_b
2164,llama-13b,koala-13b,tie (bothbad)
2165,koala-13b,llama-13b,model_a
2166,oasst-pythia-12b,vicuna-13b,tie (bothbad)
2167,stablelm-tuned-alpha-7b,chatglm-6b,tie
2168,chatglm-6b,oasst-pythia-12b,model_a
2169,vicuna-13b,alpaca-13b,model_a
2170,chatglm-6b,llama-13b,model_a
2171,llama-13b,dolly-v2-12b,model_a
2172,chatglm-6b,oasst-pythia-12b,model_b
2173,vicuna-13b,chatglm-6b,tie
2174,koala-13b,vicuna-13b,tie
2175,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad)
2176,vicuna-13b,llama-13b,model_a
2177,stablelm-tuned-alpha-7b,oasst-pythia-12b,tie (bothbad)
2178,chatglm-6b,llama-13b,model_b
2179,stablelm-tuned-alpha-7b,vicuna-13b,tie (bothbad)
2180,dolly-v2-12b,koala-13b,tie (bothbad)
2181,alpaca-13b,oasst-pythia-12b,tie (bothbad)
2182,alpaca-13b,chatglm-6b,tie (bothbad)
2183,koala-13b,vicuna-13b,tie (bothbad)
2184,chatglm-6b,stablelm-tuned-alpha-7b,model_a
2185,llama-13b,koala-13b,model_b
2186,dolly-v2-12b,oasst-pythia-12b,tie (bothbad)
2187,llama-13b,oasst-pythia-12b,model_b
2188,chatglm-6b,dolly-v2-12b,model_b
2189,vicuna-13b,llama-13b,tie
2190,koala-13b,stablelm-tuned-alpha-7b,model_a
2191,dolly-v2-12b,llama-13b,tie (bothbad)
2192,stablelm-tuned-alpha-7b,alpaca-13b,tie
2193,dolly-v2-12b,alpaca-13b,tie (bothbad)
2194,dolly-v2-12b,vicuna-13b,model_b
2195,koala-13b,llama-13b,model_a
2196,vicuna-13b,llama-13b,model_a
2197,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2198,oasst-pythia-12b,alpaca-13b,model_a
2199,oasst-pythia-12b,chatglm-6b,tie
2200,alpaca-13b,dolly-v2-12b,model_a
2201,alpaca-13b,koala-13b,model_a
2202,koala-13b,vicuna-13b,model_b
2203,alpaca-13b,dolly-v2-12b,tie (bothbad)
2204,dolly-v2-12b,oasst-pythia-12b,model_b
2205,vicuna-13b,oasst-pythia-12b,tie
2206,koala-13b,stablelm-tuned-alpha-7b,model_a
2207,chatglm-6b,llama-13b,tie (bothbad)
2208,stablelm-tuned-alpha-7b,alpaca-13b,model_b
2209,llama-13b,alpaca-13b,model_b
2210,chatglm-6b,koala-13b,tie
2211,oasst-pythia-12b,alpaca-13b,model_a
2212,vicuna-13b,llama-13b,model_a
2213,dolly-v2-12b,alpaca-13b,tie (bothbad)
2214,dolly-v2-12b,oasst-pythia-12b,tie
2215,llama-13b,dolly-v2-12b,model_b
2216,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
2217,alpaca-13b,dolly-v2-12b,model_a
2218,oasst-pythia-12b,dolly-v2-12b,tie (bothbad)
2219,oasst-pythia-12b,chatglm-6b,model_a
2220,oasst-pythia-12b,llama-13b,model_b
2221,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2222,stablelm-tuned-alpha-7b,oasst-pythia-12b,tie (bothbad)
2223,dolly-v2-12b,koala-13b,model_b
2224,vicuna-13b,alpaca-13b,model_b
2225,vicuna-13b,koala-13b,model_a
2226,vicuna-13b,koala-13b,model_a
2227,llama-13b,oasst-pythia-12b,model_b
2228,alpaca-13b,koala-13b,model_b
2229,alpaca-13b,vicuna-13b,model_b
2230,alpaca-13b,koala-13b,tie (bothbad)
2231,koala-13b,chatglm-6b,model_a
2232,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad)
2233,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_b
2234,stablelm-tuned-alpha-7b,vicuna-13b,model_a
2235,vicuna-13b,koala-13b,model_b
2236,llama-13b,alpaca-13b,model_a
2237,alpaca-13b,koala-13b,tie (bothbad)
2238,oasst-pythia-12b,alpaca-13b,tie (bothbad)
2239,oasst-pythia-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2240,dolly-v2-12b,oasst-pythia-12b,model_b
2241,vicuna-13b,alpaca-13b,model_a
2242,stablelm-tuned-alpha-7b,llama-13b,model_b
2243,dolly-v2-12b,oasst-pythia-12b,model_b
2244,dolly-v2-12b,vicuna-13b,model_b
2245,dolly-v2-12b,chatglm-6b,tie (bothbad)
2246,alpaca-13b,chatglm-6b,model_a
2247,chatglm-6b,oasst-pythia-12b,model_b
2248,oasst-pythia-12b,llama-13b,model_a
2249,oasst-pythia-12b,llama-13b,tie (bothbad)
2250,chatglm-6b,alpaca-13b,model_a
2251,koala-13b,alpaca-13b,tie (bothbad)
2252,fastchat-t5-3b,dolly-v2-12b,tie (bothbad)
2253,vicuna-13b,dolly-v2-12b,model_a
2254,stablelm-tuned-alpha-7b,oasst-pythia-12b,tie (bothbad)
2255,koala-13b,alpaca-13b,tie (bothbad)
2256,vicuna-13b,stablelm-tuned-alpha-7b,model_a
2257,alpaca-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2258,vicuna-13b,alpaca-13b,model_a
2259,dolly-v2-12b,vicuna-13b,tie
2260,oasst-pythia-12b,dolly-v2-12b,tie
2261,chatglm-6b,fastchat-t5-3b,tie (bothbad)
2262,vicuna-13b,oasst-pythia-12b,model_a
2263,oasst-pythia-12b,koala-13b,model_a
2264,oasst-pythia-12b,koala-13b,model_b
2265,fastchat-t5-3b,chatglm-6b,tie
2266,koala-13b,vicuna-13b,model_b
2267,chatglm-6b,alpaca-13b,tie (bothbad)
2268,dolly-v2-12b,vicuna-13b,model_b
2269,stablelm-tuned-alpha-7b,alpaca-13b,model_a
2270,dolly-v2-12b,chatglm-6b,tie
2271,vicuna-13b,stablelm-tuned-alpha-7b,model_a
2272,chatglm-6b,stablelm-tuned-alpha-7b,model_a
2273,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
2274,vicuna-13b,alpaca-13b,model_a
2275,vicuna-13b,alpaca-13b,model_b
2276,llama-13b,fastchat-t5-3b,model_a
2277,chatglm-6b,oasst-pythia-12b,model_b
2278,fastchat-t5-3b,alpaca-13b,tie (bothbad)
2279,dolly-v2-12b,alpaca-13b,tie
2280,stablelm-tuned-alpha-7b,llama-13b,model_a
2281,chatglm-6b,llama-13b,tie (bothbad)
2282,alpaca-13b,koala-13b,model_a
2283,llama-13b,stablelm-tuned-alpha-7b,model_b
2284,vicuna-13b,oasst-pythia-12b,tie (bothbad)
2285,oasst-pythia-12b,fastchat-t5-3b,model_a
2286,alpaca-13b,dolly-v2-12b,tie (bothbad)
2287,koala-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2288,oasst-pythia-12b,llama-13b,tie (bothbad)
2289,llama-13b,oasst-pythia-12b,model_a
2290,koala-13b,llama-13b,model_b
2291,vicuna-13b,fastchat-t5-3b,tie (bothbad)
2292,alpaca-13b,koala-13b,model_b
2293,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_a
2294,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad)
2295,llama-13b,stablelm-tuned-alpha-7b,tie
2296,alpaca-13b,chatglm-6b,model_b
2297,dolly-v2-12b,llama-13b,model_a
2298,oasst-pythia-12b,vicuna-13b,model_b
2299,llama-13b,dolly-v2-12b,tie (bothbad)
2300,vicuna-13b,dolly-v2-12b,model_a
2301,chatglm-6b,alpaca-13b,model_b
2302,oasst-pythia-12b,koala-13b,model_b
2303,llama-13b,koala-13b,model_b
2304,stablelm-tuned-alpha-7b,chatglm-6b,tie
2305,chatglm-6b,llama-13b,tie (bothbad)
2306,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad)
2307,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad)
2308,llama-13b,oasst-pythia-12b,model_b
2309,llama-13b,chatglm-6b,model_b
2310,oasst-pythia-12b,llama-13b,model_a
2311,oasst-pythia-12b,dolly-v2-12b,model_a
2312,vicuna-13b,alpaca-13b,tie (bothbad)
2313,alpaca-13b,llama-13b,model_b
2314,koala-13b,fastchat-t5-3b,model_a
2315,chatglm-6b,dolly-v2-12b,model_b
2316,vicuna-13b,koala-13b,model_b
2317,dolly-v2-12b,fastchat-t5-3b,tie (bothbad)
2318,alpaca-13b,dolly-v2-12b,model_b
2319,stablelm-tuned-alpha-7b,chatglm-6b,tie
2320,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
2321,oasst-pythia-12b,llama-13b,model_b
2322,koala-13b,dolly-v2-12b,tie (bothbad)
2323,chatglm-6b,alpaca-13b,model_b
2324,fastchat-t5-3b,vicuna-13b,model_b
2325,chatglm-6b,dolly-v2-12b,model_b
2326,dolly-v2-12b,chatglm-6b,tie (bothbad)
2327,oasst-pythia-12b,koala-13b,model_a
2328,oasst-pythia-12b,llama-13b,model_a
2329,llama-13b,stablelm-tuned-alpha-7b,model_b
2330,koala-13b,fastchat-t5-3b,tie (bothbad)
2331,stablelm-tuned-alpha-7b,fastchat-t5-3b,model_b
2332,oasst-pythia-12b,dolly-v2-12b,tie
2333,chatglm-6b,alpaca-13b,model_b
2334,chatglm-6b,koala-13b,model_b
2335,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2336,chatglm-6b,vicuna-13b,model_a
2337,koala-13b,stablelm-tuned-alpha-7b,model_a
2338,chatglm-6b,koala-13b,tie (bothbad)
2339,alpaca-13b,vicuna-13b,tie
2340,stablelm-tuned-alpha-7b,llama-13b,model_a
2341,llama-13b,vicuna-13b,model_b
2342,dolly-v2-12b,alpaca-13b,model_b
2343,alpaca-13b,stablelm-tuned-alpha-7b,model_a
2344,chatglm-6b,vicuna-13b,tie
2345,fastchat-t5-3b,dolly-v2-12b,model_a
2346,fastchat-t5-3b,vicuna-13b,model_b
2347,llama-13b,oasst-pythia-12b,model_b
2348,oasst-pythia-12b,fastchat-t5-3b,model_b
2349,koala-13b,vicuna-13b,model_b
2350,stablelm-tuned-alpha-7b,koala-13b,model_b
2351,koala-13b,dolly-v2-12b,tie
2352,koala-13b,llama-13b,model_a
2353,llama-13b,dolly-v2-12b,model_a
2354,llama-13b,vicuna-13b,tie (bothbad)
2355,fastchat-t5-3b,dolly-v2-12b,tie (bothbad)
2356,koala-13b,dolly-v2-12b,tie (bothbad)
2357,fastchat-t5-3b,alpaca-13b,tie (bothbad)
2358,stablelm-tuned-alpha-7b,dolly-v2-12b,model_a
2359,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2360,alpaca-13b,oasst-pythia-12b,model_b
2361,alpaca-13b,vicuna-13b,tie
2362,llama-13b,oasst-pythia-12b,model_b
2363,dolly-v2-12b,oasst-pythia-12b,model_b
2364,chatglm-6b,oasst-pythia-12b,model_a
2365,chatglm-6b,vicuna-13b,model_b
2366,vicuna-13b,llama-13b,tie
2367,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2368,koala-13b,alpaca-13b,tie (bothbad)
2369,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
2370,chatglm-6b,fastchat-t5-3b,model_a
2371,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_a
2372,alpaca-13b,chatglm-6b,model_b
2373,vicuna-13b,chatglm-6b,model_a
2374,fastchat-t5-3b,oasst-pythia-12b,model_a
2375,dolly-v2-12b,koala-13b,model_a
2376,llama-13b,vicuna-13b,model_b
2377,vicuna-13b,alpaca-13b,model_b
2378,fastchat-t5-3b,koala-13b,model_b
2379,alpaca-13b,dolly-v2-12b,model_a
2380,llama-13b,chatglm-6b,tie (bothbad)
2381,vicuna-13b,alpaca-13b,model_a
2382,fastchat-t5-3b,koala-13b,model_b
2383,koala-13b,stablelm-tuned-alpha-7b,model_a
2384,chatglm-6b,koala-13b,model_b
2385,oasst-pythia-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2386,stablelm-tuned-alpha-7b,alpaca-13b,tie (bothbad)
2387,alpaca-13b,dolly-v2-12b,model_b
2388,dolly-v2-12b,koala-13b,model_b
2389,oasst-pythia-12b,chatglm-6b,model_a
2390,llama-13b,chatglm-6b,model_a
2391,fastchat-t5-3b,llama-13b,model_a
2392,fastchat-t5-3b,vicuna-13b,model_a
2393,oasst-pythia-12b,koala-13b,model_a
2394,fastchat-t5-3b,dolly-v2-12b,model_a
2395,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2396,stablelm-tuned-alpha-7b,alpaca-13b,model_b
2397,koala-13b,chatglm-6b,model_a
2398,dolly-v2-12b,oasst-pythia-12b,model_b
2399,fastchat-t5-3b,oasst-pythia-12b,model_b
2400,fastchat-t5-3b,stablelm-tuned-alpha-7b,tie (bothbad)
2401,chatglm-6b,fastchat-t5-3b,tie (bothbad)
2402,dolly-v2-12b,llama-13b,model_b
2403,oasst-pythia-12b,koala-13b,model_a
2404,llama-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2405,fastchat-t5-3b,dolly-v2-12b,tie (bothbad)
2406,oasst-pythia-12b,koala-13b,model_b
2407,llama-13b,stablelm-tuned-alpha-7b,model_a
2408,koala-13b,oasst-pythia-12b,model_a
2409,vicuna-13b,chatglm-6b,tie (bothbad)
2410,alpaca-13b,stablelm-tuned-alpha-7b,model_b
2411,stablelm-tuned-alpha-7b,oasst-pythia-12b,tie (bothbad)
2412,chatglm-6b,vicuna-13b,model_b
2413,koala-13b,vicuna-13b,tie (bothbad)
2414,llama-13b,koala-13b,tie (bothbad)
2415,llama-13b,dolly-v2-12b,model_b
2416,vicuna-13b,oasst-pythia-12b,tie (bothbad)
2417,oasst-pythia-12b,dolly-v2-12b,model_b
2418,fastchat-t5-3b,vicuna-13b,tie
2419,koala-13b,chatglm-6b,tie (bothbad)
2420,dolly-v2-12b,stablelm-tuned-alpha-7b,model_b
2421,chatglm-6b,alpaca-13b,model_b
2422,alpaca-13b,fastchat-t5-3b,tie (bothbad)
2423,llama-13b,dolly-v2-12b,tie (bothbad)
2424,chatglm-6b,llama-13b,model_a
2425,llama-13b,dolly-v2-12b,model_b
2426,chatglm-6b,fastchat-t5-3b,tie (bothbad)
2427,llama-13b,fastchat-t5-3b,tie (bothbad)
2428,stablelm-tuned-alpha-7b,llama-13b,model_a
2429,koala-13b,alpaca-13b,tie (bothbad)
2430,llama-13b,vicuna-13b,model_b
2431,stablelm-tuned-alpha-7b,vicuna-13b,model_a
2432,stablelm-tuned-alpha-7b,vicuna-13b,model_b
2433,alpaca-13b,chatglm-6b,model_a
2434,koala-13b,alpaca-13b,model_a
2435,vicuna-13b,alpaca-13b,model_a
2436,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad)
2437,koala-13b,oasst-pythia-12b,model_a
2438,alpaca-13b,stablelm-tuned-alpha-7b,model_b
2439,fastchat-t5-3b,dolly-v2-12b,model_b
2440,llama-13b,oasst-pythia-12b,model_b
2441,fastchat-t5-3b,alpaca-13b,model_b
2442,llama-13b,alpaca-13b,model_b
2443,dolly-v2-12b,alpaca-13b,tie
2444,chatglm-6b,llama-13b,model_b
2445,alpaca-13b,stablelm-tuned-alpha-7b,model_a
2446,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2447,koala-13b,chatglm-6b,model_b
2448,llama-13b,vicuna-13b,model_b
2449,fastchat-t5-3b,llama-13b,model_a
2450,koala-13b,dolly-v2-12b,model_a
2451,alpaca-13b,koala-13b,tie
2452,fastchat-t5-3b,dolly-v2-12b,model_a
2453,llama-13b,vicuna-13b,model_b
2454,llama-13b,dolly-v2-12b,model_a
2455,llama-13b,chatglm-6b,model_b
2456,chatglm-6b,dolly-v2-12b,tie (bothbad)
2457,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_a
2458,dolly-v2-12b,vicuna-13b,model_b
2459,oasst-pythia-12b,alpaca-13b,model_a
2460,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_b
2461,fastchat-t5-3b,koala-13b,tie
2462,alpaca-13b,llama-13b,tie
2463,stablelm-tuned-alpha-7b,chatglm-6b,model_b
2464,oasst-pythia-12b,fastchat-t5-3b,model_a
2465,oasst-pythia-12b,chatglm-6b,tie
2466,koala-13b,fastchat-t5-3b,model_a
2467,dolly-v2-12b,alpaca-13b,tie (bothbad)
2468,vicuna-13b,dolly-v2-12b,model_a
2469,stablelm-tuned-alpha-7b,koala-13b,model_b
2470,stablelm-tuned-alpha-7b,koala-13b,model_b
2471,vicuna-13b,alpaca-13b,model_b
2472,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad)
2473,oasst-pythia-12b,vicuna-13b,model_b
2474,oasst-pythia-12b,chatglm-6b,model_a
2475,vicuna-13b,alpaca-13b,model_a
2476,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad)
2477,koala-13b,vicuna-13b,tie (bothbad)
2478,vicuna-13b,koala-13b,model_a
2479,dolly-v2-12b,llama-13b,model_a
2480,llama-13b,chatglm-6b,model_a
2481,fastchat-t5-3b,koala-13b,model_b
2482,dolly-v2-12b,llama-13b,model_a
2483,vicuna-13b,stablelm-tuned-alpha-7b,model_a
2484,dolly-v2-12b,llama-13b,model_a
2485,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_b
2486,stablelm-tuned-alpha-7b,chatglm-6b,tie (bothbad)
2487,dolly-v2-12b,llama-13b,model_b
2488,dolly-v2-12b,alpaca-13b,tie (bothbad)
2489,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2490,alpaca-13b,koala-13b,model_b
2491,llama-13b,alpaca-13b,model_b
2492,dolly-v2-12b,oasst-pythia-12b,model_b
2493,oasst-pythia-12b,llama-13b,tie (bothbad)
2494,llama-13b,fastchat-t5-3b,model_a
2495,vicuna-13b,llama-13b,tie (bothbad)
2496,alpaca-13b,koala-13b,model_b
2497,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_a
2498,stablelm-tuned-alpha-7b,dolly-v2-12b,model_a
2499,alpaca-13b,chatglm-6b,model_a
2500,vicuna-13b,oasst-pythia-12b,model_a
2501,alpaca-13b,dolly-v2-12b,model_a
2502,llama-13b,vicuna-13b,model_b
2503,dolly-v2-12b,fastchat-t5-3b,model_b
2504,koala-13b,vicuna-13b,model_b
2505,fastchat-t5-3b,llama-13b,model_a
2506,dolly-v2-12b,chatglm-6b,model_b
2507,llama-13b,stablelm-tuned-alpha-7b,model_a
2508,oasst-pythia-12b,koala-13b,model_b
2509,oasst-pythia-12b,chatglm-6b,tie (bothbad)
2510,dolly-v2-12b,llama-13b,tie
2511,fastchat-t5-3b,dolly-v2-12b,model_b
2512,stablelm-tuned-alpha-7b,fastchat-t5-3b,tie (bothbad)
2513,llama-13b,fastchat-t5-3b,model_b
2514,vicuna-13b,chatglm-6b,model_a
2515,koala-13b,dolly-v2-12b,model_a
2516,fastchat-t5-3b,alpaca-13b,tie (bothbad)
2517,llama-13b,oasst-pythia-12b,model_b
2518,alpaca-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2519,chatglm-6b,dolly-v2-12b,model_a
2520,dolly-v2-12b,koala-13b,model_b
2521,fastchat-t5-3b,oasst-pythia-12b,model_b
2522,alpaca-13b,vicuna-13b,model_b
2523,alpaca-13b,stablelm-tuned-alpha-7b,model_a
2524,alpaca-13b,vicuna-13b,model_b
2525,llama-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2526,alpaca-13b,dolly-v2-12b,model_a
2527,stablelm-tuned-alpha-7b,llama-13b,model_b
2528,dolly-v2-12b,alpaca-13b,model_b
2529,stablelm-tuned-alpha-7b,llama-13b,model_a
2530,fastchat-t5-3b,stablelm-tuned-alpha-7b,tie (bothbad)
2531,koala-13b,vicuna-13b,model_b
2532,oasst-pythia-12b,dolly-v2-12b,tie (bothbad)
2533,koala-13b,alpaca-13b,tie (bothbad)
2534,llama-13b,vicuna-13b,model_a
2535,llama-13b,alpaca-13b,model_b
2536,oasst-pythia-12b,koala-13b,tie (bothbad)
2537,vicuna-13b,fastchat-t5-3b,tie (bothbad)
2538,koala-13b,llama-13b,tie (bothbad)
2539,dolly-v2-12b,alpaca-13b,model_b
2540,fastchat-t5-3b,koala-13b,model_b
2541,koala-13b,stablelm-tuned-alpha-7b,model_a
2542,alpaca-13b,stablelm-tuned-alpha-7b,model_b
2543,dolly-v2-12b,fastchat-t5-3b,model_b
2544,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_b
2545,alpaca-13b,dolly-v2-12b,model_b
2546,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_a
2547,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_a
2548,oasst-pythia-12b,chatglm-6b,tie (bothbad)
2549,koala-13b,vicuna-13b,model_b
2550,dolly-v2-12b,llama-13b,model_a
2551,llama-13b,chatglm-6b,model_a
2552,chatglm-6b,stablelm-tuned-alpha-7b,tie (bothbad)
2553,fastchat-t5-3b,oasst-pythia-12b,tie (bothbad)
2554,koala-13b,alpaca-13b,tie (bothbad)
2555,llama-13b,alpaca-13b,model_a
2556,alpaca-13b,stablelm-tuned-alpha-7b,model_a
2557,vicuna-13b,koala-13b,model_a
2558,dolly-v2-12b,koala-13b,model_b
2559,llama-13b,fastchat-t5-3b,tie (bothbad)
2560,chatglm-6b,oasst-pythia-12b,tie (bothbad)
2561,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_b
2562,stablelm-tuned-alpha-7b,vicuna-13b,model_b
2563,alpaca-13b,fastchat-t5-3b,model_a
2564,alpaca-13b,fastchat-t5-3b,tie (bothbad)
2565,llama-13b,dolly-v2-12b,model_b
2566,alpaca-13b,chatglm-6b,model_b
2567,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad)
2568,stablelm-tuned-alpha-7b,llama-13b,model_a
2569,vicuna-13b,fastchat-t5-3b,model_a
2570,fastchat-t5-3b,vicuna-13b,model_b
2571,alpaca-13b,dolly-v2-12b,model_a
2572,llama-13b,vicuna-13b,tie (bothbad)
2573,fastchat-t5-3b,alpaca-13b,model_b
2574,alpaca-13b,dolly-v2-12b,tie (bothbad)
2575,oasst-pythia-12b,stablelm-tuned-alpha-7b,model_b
2576,oasst-pythia-12b,koala-13b,model_b
2577,vicuna-13b,stablelm-tuned-alpha-7b,tie (bothbad)
2578,oasst-pythia-12b,stablelm-tuned-alpha-7b,tie
2579,oasst-pythia-12b,chatglm-6b,model_b
2580,alpaca-13b,koala-13b,model_b
2581,fastchat-t5-3b,dolly-v2-12b,model_b
2582,stablelm-tuned-alpha-7b,vicuna-13b,tie (bothbad)
2583,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_a
2584,chatglm-6b,vicuna-13b,model_b
2585,chatglm-6b,vicuna-13b,model_b
2586,llama-13b,fastchat-t5-3b,model_b
2587,alpaca-13b,fastchat-t5-3b,model_a
2588,alpaca-13b,fastchat-t5-3b,model_a
2589,oasst-pythia-12b,koala-13b,tie
2590,stablelm-tuned-alpha-7b,koala-13b,model_b
2591,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad)
2592,fastchat-t5-3b,oasst-pythia-12b,model_a
2593,llama-13b,fastchat-t5-3b,model_a
2594,vicuna-13b,stablelm-tuned-alpha-7b,model_a
2595,stablelm-tuned-alpha-7b,llama-13b,model_a
2596,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b
2597,alpaca-13b,dolly-v2-12b,tie (bothbad)
2598,fastchat-t5-3b,llama-13b,model_a
2599,llama-13b,fastchat-t5-3b,model_a
2600,vicuna-13b,koala-13b,model_b
2601,vicuna-13b,oasst-pythia-12b,model_b
2602,oasst-pythia-12b,vicuna-13b,model_b
2603,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_a
2604,fastchat-t5-3b,chatglm-6b,tie (bothbad)
2605,stablelm-tuned-alpha-7b,fastchat-t5-3b,model_a
2606,vicuna-13b,llama-13b,model_a
2607,koala-13b,oasst-pythia-12b,tie (bothbad)
2608,chatglm-6b,oasst-pythia-12b,tie (bothbad)
2609,stablelm-tuned-alpha-7b,chatglm-6b,tie (bothbad)
2610,koala-13b,chatglm-6b,model_a
2611,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_a
2612,oasst-pythia-12b,vicuna-13b,model_a
2613,koala-13b,stablelm-tuned-alpha-7b,model_b
2614,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad)
2615,stablelm-tuned-alpha-7b,fastchat-t5-3b,model_b
2616,vicuna-13b,oasst-pythia-12b,model_a
2617,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad)
2618,oasst-pythia-12b,chatglm-6b,model_a
2619,llama-13b,alpaca-13b,model_a
2620,koala-13b,alpaca-13b,model_a
2621,chatglm-6b,fastchat-t5-3b,model_b
2622,alpaca-13b,stablelm-tuned-alpha-7b,model_a
2623,vicuna-13b,fastchat-t5-3b,model_a
2624,llama-13b,stablelm-tuned-alpha-7b,model_a
2625,stablelm-tuned-alpha-7b,chatglm-6b,model_a
2626,alpaca-13b,llama-13b,model_a
2627,oasst-pythia-12b,alpaca-13b,model_a
2628,stablelm-tuned-alpha-7b,alpaca-13b,model_b
2629,stablelm-tuned-alpha-7b,oasst-pythia-12b,model_b
2630,alpaca-13b,chatglm-6b,model_a
2631,stablelm-tuned-alpha-7b,llama-13b,tie (bothbad)
2632,alpaca-13b,oasst-pythia-12b,model_b
2633,vicuna-13b,chatglm-6b,model_b
2634,fastchat-t5-3b,stablelm-tuned-alpha-7b,model_a
2635,vicuna-13b,stablelm-tuned-alpha-7b,model_b
2636,chatglm-6b,koala-13b,tie
2637,alpaca-13b,koala-13b,model_b
2638,chatglm-6b,llama-13b,model_a
2639,fastchat-t5-3b,oasst-pythia-12b,model_a
2640,chatglm-6b,koala-13b,model_b
2641,vicuna-13b,oasst-pythia-12b,model_b
2642,koala-13b,fastchat-t5-3b,model_a
2643,oasst-pythia-12b,fastchat-t5-3b,model_a
